1.0638,1.0634,1.0627,1.0618,1.0605,1.058,1.0547,1.051,1.0474,1.0443,1.0409,1.0375,1.035,1.0319,1.0283,1.0244,1.0209,1.0189,1.0182,1.0173,1.0157,1.0141,1.0127,1.0121,1.0118,1.0108,1.0097,1.0081,1.0075,1.0072,1.0062,1.0056,1.0047,1.0037,1.0033,1.0029,1.0025,1.0022,1.0023,1.0025,1.0027,1.0045,1.0055,1.006,1.0056,1.0051,1.0037,1.0017,0.99945,0.99711,0.99533,0.9938,0.9924,0.99222,0.99184,0.9915,0.99085,0.9903,0.98976,0.98923,0.98862,0.98792,0.98743,0.98701,0.98698,0.98682,0.98732,0.9879,0.98831,0.98859,0.9883,0.98753,0.98791,0.98816,0.98856,0.9891,0.98914,0.98898,0.9887,0.98853,0.98898,0.98891,0.98908,0.98912,0.98904,0.9886,0.98818,0.98819,0.98898,0.99174,0.99256,0.99219,0.99158,0.99085,0.98957,0.98867,0.98734,0.98575,0.98432,0.98317,0.98257,0.98218,0.98197,0.98257,0.98317,0.98329,0.98323,0.983,0.98323,0.98375,0.98405,0.98435,0.98491,0.9861,0.98689,0.98585,0.98406,0.98294,0.9833,0.98401,0.98448,0.98474,0.98504,0.98566,0.9866,0.9875,0.98637,0.9857,0.98524,0.98475,0.98444,0.98415,0.98386,0.98337,0.98281,0.98226,0.98187,0.98149,0.98172,0.98161,0.98105,0.97974,0.97925,0.9788,0.97778,0.97695,0.97615,0.97491,0.97409,0.97291,0.97188,0.97031,0.96912,0.9689,0.96906,0.96929,0.96977,0.97032,0.97044,0.97032,0.96994,0.96939,0.9695,0.97,0.97019,0.97022,0.96995,0.96948
0.96893,0.96837,0.96782,0.9674,0.96743,0.96744,0.96878,0.97157,0.97458,0.97753,0.98035,0.98355,0.98537,0.98738,0.99015,0.9929,0.99585,0.99793,0.99832,0.99758,0.99677,0.99605,0.99464,0.99266,0.99206,0.99185,0.99166,0.99171,0.99063,0.98867,0.9867,0.98588,0.98534,0.98459,0.984,0.98331,0.9824,0.9813,0.98022,0.9793,0.97844,0.97827,0.97749,0.97647,0.97524,0.974,0.97275,0.97078,0.96853,0.96608,0.96402,0.96202,0.95973,0.95757,0.95575,0.95492,0.95462,0.95432,0.95405,0.95383,0.95316,0.95254,0.95167,0.95083,0.94999,0.94883,0.94851,0.94882,0.94918,0.94931,0.9485,0.94715,0.94589,0.94455,0.94325,0.94125,0.94021,0.93987,0.94023,0.94068,0.94096,0.94117,0.94127,0.94115,0.94074,0.941,0.94129,0.94184,0.94254,0.94319,0.94401,0.94509,0.94588,0.94659,0.94703,0.94723,0.94719,0.9482,0.94905,0.95033,0.95188,0.95275,0.9539,0.95551,0.95759,0.96003,0.96274,0.96547,0.96813,0.97023,0.9724,0.97446,0.97613,0.97759,0.97887,0.98035,0.98203,0.98332,0.98402,0.98437,0.98654,0.98874,0.99084,0.99302,0.99499,0.99623,0.99761,0.99834,0.99895,0.99981,1.0003,1.0006,1.0006,1.0007,1.0008,1.0006,1.0005,1.0005,1.0008,1.0013,1.002,1.0027,1.0034,1.0046,1.0064,1.0081,1.0099,1.0109,1.011,1.0108,1.011,1.0106,1.0099,1.0102,1.0103,1.0106,1.0107,1.0107,1.0101,1.0091,1.0087,1.0093,1.0081,1.0072,1.006,1.0047,1.0034,1.0024
1.0015,1.0008,1.0002,0.99978,0.9997,0.99969,1.0002,1.0011,1.0024,1.003,1.0038,1.0045,1.0047,1.0051,1.0061,1.0073,1.0083,1.0085,1.0085,1.0082,1.008,1.0074,1.0066,1.0054,1.0042,1.0028,1.0012,0.99998,0.99898,0.99691,0.99532,0.99493,0.99444,0.99406,0.99374,0.99362,0.99331,0.99331,0.99377,0.99397,0.99366,0.99353,0.99334,0.99352,0.99384,0.99411,0.99442,0.9944,0.99406,0.9937,0.99378,0.99388,0.99343,0.99226,0.99111,0.99132,0.99158,0.99169,0.99204,0.99252,0.99348,0.99427,0.99475,0.99511,0.99541,0.99591,0.99609,0.99605,0.9959,0.99607,0.9966,0.99661,0.9966,0.99645,0.99655,0.9967,0.99688,0.99706,0.99734,0.99807,0.99885,0.99985,1.0009,1.0018,1.0024,1.0027,1.0033,1.0041,1.005,1.005,1.0044,1.0036,1.0028,1.0021,1.0015,1.0004,1.0007,1.0014,1.0021,1.0032,1.0025,1.0007,0.99957,1.0005,1.0018,1.0031,1.0035,1.0033,1.0024,1.0014,1.0004,0.99995,1.0002,1.0005,1.0005,1.0005,1.0001,0.99899,0.99829,0.99731,0.99601,0.99491,0.99396,0.99323,0.99281,0.99299,0.99317,0.9931,0.99348,0.99283,0.99156,0.99038,0.98901,0.9872,0.98566,0.98475,0.98381,0.98323,0.98246,0.98135,0.97989,0.97789,0.97579,0.9742,0.97311,0.97222,0.97141,0.97035,0.96969,0.96941,0.96859,0.96704,0.96583,0.96506,0.96441,0.96372,0.9628,0.96204,0.96255,0.96325,0.96385,0.96344,0.96308,0.96385,0.96454,0.96521,0.96624,0.96761
0.96846,0.96905,0.96953,0.96978,0.96989,0.96817,0.96535,0.96221,0.95927,0.95652,0.95371,0.95096,0.94936,0.94696,0.94373,0.94132,0.94,0.93955,0.9401,0.94118,0.94195,0.94269,0.94417,0.94579,0.94752,0.9494,0.95158,0.95387,0.95613,0.95678,0.958,0.96003,0.96225,0.96464,0.96657,0.96838,0.97029,0.97203,0.9734,0.97513,0.97687,0.97899,0.98038,0.98152,0.98256,0.98384,0.98581,0.98821,0.99161,0.99471,0.99749,0.999,0.99979,1.0003,0.99971,1.0006,1.0022,1.0034,1.0034,1.0032,1.0031,1.0027,1.0023,1.0019,1.0015,1.0009,1.0002,1.0001,0.99985,0.99937,0.99876,0.99836,0.9981,0.99786,0.99778,0.99788,0.99789,0.99788,0.99767,0.99743,0.99727,0.99705,0.99668,0.99634,0.99607,0.99574,0.99589,0.99608,0.99643,0.99684,0.99704,0.99756,0.99813,0.99889,1.0015,1.0034,1.0042,1.0049,1.0057,1.0067,1.0075,1.0066,1.0063,1.006,1.0063,1.0064,1.0065,1.0068,1.0075,1.0079,1.0081,1.0082,1.0083,1.0081,1.0077,1.007,1.0067,1.0067,1.0068,1.0069,1.0066,1.0062,1.0057,1.0053,1.0053,1.0045,1.0031,1.0024,1.0018,1.0016,1.0014,1.0014,1.0015,1.0015,1.0015,1.0013,1.0006,0.99971,0.99899,0.99902,0.99945,0.99977,1.0004,1.0012,1.0017,1.0026,1.0034,1.0038,1.0044,1.0048,1.0054,1.0058,1.0059,1.0067,1.008,1.0088,1.0092,1.0089,1.0084,1.008,1.0074,1.0069,1.0059,1.0051,1.0045,1.004,1.004,1.0042
1.005,1.0054,1.0063,1.0068,1.0056,1.0028,0.99952,0.99585,0.992,0.9887,0.98547,0.98236,0.98042,0.97788,0.97488,0.97155,0.96777,0.96459,0.96302,0.96263,0.96244,0.96224,0.96249,0.96335,0.96414,0.96507,0.96585,0.96663,0.96727,0.96696,0.96714,0.96814,0.96942,0.97062,0.97178,0.9728,0.97387,0.97458,0.97523,0.97573,0.97591,0.97615,0.97615,0.97652,0.97694,0.97668,0.97588,0.97447,0.97247,0.97058,0.96902,0.96753,0.96595,0.9641,0.96193,0.96087,0.95987,0.95899,0.95803,0.95694,0.95565,0.95451,0.9536,0.95273,0.95189,0.951,0.95041,0.95034,0.95028,0.95017,0.94995,0.9494,0.94877,0.94821,0.94731,0.94612,0.94475,0.94361,0.94248,0.94203,0.94207,0.94201,0.94225,0.94237,0.94244,0.94197,0.94171,0.94212,0.9435,0.94538,0.94641,0.94707,0.9476,0.9483,0.9489,0.94855,0.94788,0.94641,0.94458,0.94298,0.94155,0.93987,0.9383,0.9378,0.93795,0.93815,0.9385,0.9388,0.93916,0.93944,0.93956,0.94011,0.94005,0.94011,0.94052,0.94147,0.94254,0.94334,0.94346,0.94323,0.94366,0.94397,0.94435,0.94485,0.94446,0.94361,0.94299,0.94273,0.94293,0.94354,0.94409,0.94447,0.94491,0.94513,0.9453,0.94566,0.94565,0.94531,0.94538,0.94609,0.94701,0.948,0.94911,0.95067,0.95084,0.95132,0.95172,0.95168,0.95171,0.95133,0.9512,0.95083,0.95086,0.95158,0.95236,0.95172,0.95238,0.95323,0.95405,0.95496,0.95542,0.95545,0.95521,0.95596,0.95693,0.95799,0.95907,0.96006
0.96083,0.96129,0.96139,0.96143,0.96164,0.96174,0.9625,0.96455,0.96731,0.97014,0.97269,0.9755,0.9781,0.98113,0.98434,0.98762,0.98898,0.98973,0.99,0.99083,0.99171,0.99283,0.994,0.99502,0.99502,0.99502,0.99494,0.99471,0.99429,0.99356,0.99326,0.99354,0.99378,0.99443,0.99457,0.99456,0.9945,0.99459,0.99476,0.99471,0.9945,0.99478,0.99394,0.99362,0.9935,0.99337,0.99336,0.99327,0.9945,0.99535,0.99641,0.99736,0.99716,0.99649,0.99579,0.99562,0.9958,0.99601,0.99611,0.99649,0.9967,0.99695,0.99697,0.99741,0.99806,0.99877,0.99865,0.99844,0.99873,0.99936,1.0001,1.001,1.0015,1.0012,0.99983,0.99857,0.99753,0.99719,0.99685,0.99618,0.99571,0.99515,0.9942,0.99243,0.99031,0.98933,0.98843,0.98772,0.98693,0.98584,0.98479,0.98409,0.9833,0.98283,0.98242,0.98194,0.98159,0.98157,0.98156,0.98134,0.98112,0.98013,0.97859,0.97731,0.97665,0.97594,0.97504,0.97423,0.97317,0.97215,0.97119,0.96988,0.96876,0.96727,0.96598,0.96501,0.96395,0.96269,0.96122,0.95958,0.95885,0.95836,0.95786,0.95747,0.95695,0.95611,0.95525,0.95377,0.95244,0.95161,0.95075,0.95003,0.94891,0.9482,0.94784,0.9476,0.94824,0.94979,0.94953,0.94985,0.95007,0.95031,0.95028,0.95065,0.95019,0.94757,0.94496,0.94219,0.93988,0.93796,0.93621,0.94183,0.94795,0.94618,0.94451,0.94337,0.94229,0.94108,0.93962,0.93837,0.93714,0.93603,0.94014,0.9401,0.94016,0.94122,0.94224,0.94263
0.94258,0.94276,0.94288,0.94299,0.94384,0.94597,0.9483,0.94992,0.95207,0.9545,0.95673,0.95831,0.95867,0.95956,0.96173,0.96408,0.96649,0.96844,0.96906,0.96942,0.96994,0.97014,0.97002,0.96976,0.97075,0.97137,0.97147,0.9714,0.97039,0.96995,0.96944,0.969,0.96861,0.9678,0.96704,0.96661,0.96615,0.96558,0.96492,0.96405,0.9631,0.9628,0.96221,0.96237,0.9629,0.96333,0.96357,0.96368,0.9636,0.96337,0.96355,0.96387,0.96464,0.96648,0.96793,0.96809,0.9681,0.96791,0.96729,0.96664,0.9661,0.96551,0.96506,0.96452,0.96404,0.96309,0.96275,0.96293,0.96328,0.96377,0.9657,0.96763,0.96876,0.96968,0.97047,0.97119,0.9717,0.97126,0.96985,0.96596,0.96163,0.95782,0.95465,0.95239,0.95099,0.94855,0.94519,0.94168,0.93845,0.93666,0.93664,0.93715,0.93778,0.93795,0.93806,0.93936,0.94202,0.9449,0.94775,0.94998,0.95247,0.95452,0.95662,0.95859,0.96007,0.96151,0.96301,0.96451,0.96623,0.96755,0.96883,0.9699,0.97106,0.97317,0.97489,0.97673,0.97868,0.98045,0.98172,0.98275,0.9835,0.98423,0.98482,0.98544,0.98597,0.98648,0.98801,0.98942,0.98975,0.9898,0.98976,0.99017,0.99043,0.99069,0.99108,0.99138,0.99158,0.99108,0.99123,0.99232,0.99328,0.99437,0.99572,0.99759,0.99919,1.0007,1.0024,1.0038,1.0056,1.007,1.0078,1.0081,1.0086,1.0097,1.0106,1.0113,1.012,1.0128,1.0137,1.0143,1.0148,1.0151,1.0148,1.016,1.0175,1.0185,1.0193,1.0202
1.0221,1.024,1.0259,1.028,1.0299,1.0329,1.0365,1.0392,1.0418,1.0454,1.0489,1.0521,1.0544,1.0574,1.0601,1.0625,1.0654,1.0675,1.0682,1.0686,1.0691,1.07,1.0709,1.0712,1.0701,1.0693,1.0681,1.0674,1.0673,1.0677,1.0683,1.0681,1.0681,1.0682,1.0681,1.0676,1.0673,1.0672,1.0671,1.0673,1.0669,1.0658,1.0655,1.066,1.0667,1.0673,1.0683,1.0697,1.071,1.0725,1.0738,1.0751,1.0767,1.0783,1.0791,1.0789,1.0786,1.0783,1.0782,1.0783,1.0776,1.0767,1.0762,1.0758,1.0756,1.075,1.0741,1.0731,1.0723,1.0713,1.0695,1.0678,1.0678,1.0681,1.0689,1.0701,1.0709,1.0727,1.0748,1.0756,1.0762,1.0765,1.0765,1.0766,1.0766,1.0766,1.0767,1.0763,1.0759,1.0744,1.0734,1.073,1.0731,1.0733,1.0733,1.0735,1.0736,1.0735,1.0733,1.0732,1.0735,1.0746,1.076,1.0764,1.0758,1.0749,1.0746,1.0742,1.0736,1.0734,1.073,1.0724,1.0719,1.0709,1.0701,1.07,1.07,1.0699,1.0699,1.0702,1.0702,1.0699,1.0695,1.0692,1.069,1.0696,1.07,1.0702,1.0705,1.0707,1.071,1.0713,1.0715,1.0718,1.072,1.0712,1.0712,1.0709,1.0698,1.0692,1.0685,1.0679,1.067,1.0667,1.0672,1.0672,1.0667,1.0663,1.0651,1.0642,1.0644,1.0641,1.063,1.062,1.0608,1.06,1.0589,1.0579,1.0568,1.0558,1.0548,1.053,1.0508,1.0492,1.0476,1.0454,1.043,1.0403
1.0377,1.0349,1.0321,1.0297,1.028,1.0289,1.0305,1.0316,1.0316,1.0304,1.0305,1.0309,1.031,1.0316,1.0327,1.0336,1.0344,1.0342,1.0339,1.0339,1.0342,1.0344,1.0344,1.0338,1.0325,1.0311,1.0297,1.0283,1.0273,1.0273,1.0269,1.0261,1.0254,1.0244,1.0232,1.022,1.0208,1.0196,1.0184,1.0166,1.0151,1.0138,1.0127,1.0122,1.0118,1.0112,1.0107,1.01,1.0101,1.01,1.0102,1.0105,1.0099,1.0102,1.0099,1.0094,1.0088,1.0079,1.0067,1.0057,1.0049,1.004,1.0032,1.0021,1.001,1,0.99919,0.99861,0.99774,0.9966,0.99509,0.99383,0.99226,0.99081,0.98928,0.98792,0.98688,0.98587,0.98457,0.98397,0.98382,0.98414,0.98454,0.98465,0.98467,0.98454,0.98429,0.98416,0.9834,0.98179,0.98101,0.98158,0.98222,0.98268,0.98251,0.98224,0.98262,0.98345,0.98348,0.98251,0.9819,0.98291,0.98382,0.98403,0.98409,0.98394,0.98404,0.98422,0.9841,0.98405,0.9846,0.98518,0.98552,0.9854,0.98578,0.98613,0.9865,0.98652,0.98636,0.98604,0.98633,0.98693,0.98753,0.98812,0.98822,0.98893,0.99074,0.99107,0.99125,0.99131,0.99128,0.99107,0.99072,0.99067,0.9905,0.99047,0.99015,0.98962,0.98918,0.98843,0.98775,0.98687,0.98427,0.9802,0.97901,0.97812,0.97728,0.97627,0.97571,0.97553,0.97571,0.97535,0.97439,0.97415,0.97394,0.9736,0.97289,0.97191,0.97105,0.97052,0.97,0.96971,0.96907,0.96881,0.96829,0.96757,0.96697,0.96604
0.96508,0.96407,0.96301,0.96194,0.96071,0.95902,0.95608,0.95283,0.94927,0.94591,0.94322,0.94038,0.93838,0.93551,0.93118,0.9265,0.92216,0.91791,0.91643,0.91659,0.91701,0.91723,0.91706,0.91672,0.91792,0.91906,0.92019,0.92148,0.92321,0.92538,0.92674,0.92663,0.92722,0.92779,0.92835,0.92876,0.92897,0.92926,0.92975,0.93013,0.93081,0.93226,0.93325,0.93443,0.93543,0.93634,0.93697,0.93788,0.93763,0.93743,0.93819,0.93857,0.93874,0.94064,0.94116,0.94102,0.94157,0.94239,0.9434,0.94412,0.94478,0.94599,0.94736,0.9488,0.94997,0.95138,0.95301,0.95464,0.9561,0.95745,0.95854,0.95913,0.95945,0.95962,0.95978,0.95968,0.95956,0.96111,0.9633,0.96459,0.9656,0.96667,0.96748,0.96834,0.96932,0.97065,0.97223,0.97392,0.97522,0.97582,0.97682,0.97829,0.97991,0.98117,0.98219,0.98274,0.98427,0.98581,0.98741,0.98892,0.98999,0.99114,0.99233,0.99296,0.9935,0.99442,0.99542,0.99664,0.99793,0.99946,1.0013,1.003,1.004,1.0043,1.0051,1.0063,1.0079,1.0096,1.0116,1.0137,1.0152,1.0167,1.0182,1.0195,1.0208,1.0216,1.0224,1.0241,1.0257,1.0269,1.0283,1.0298,1.0318,1.0342,1.0362,1.038,1.0391,1.0394,1.0399,1.0403,1.041,1.0419,1.0429,1.0448,1.0459,1.0475,1.0492,1.0501,1.051,1.0517,1.0511,1.0499,1.0487,1.0482,1.0468,1.0454,1.0441,1.0433,1.0424,1.0413,1.0417,1.0434,1.0438,1.0441,1.0443,1.0444,1.0445,1.0451
